1.934920424443220890e-02	-2.392093249558431278e-01	-6.130918138249977778e-01	5.277842651976277777e-01	-1.220627900848656605e-01	-2.133010740256847393e-01	2.718141292252688190e-01	-6.863657214186537070e-01	8.912133574809796843e-02	1.820675730650971047e-01	1.179629095057346394e-01	4.424727619824184860e-02	6.132797250572274983e-01	9.548745188699485353e-02	6.377501696037872758e-01	7.204864604357225089e-02	-3.660666037099186143e-01	-5.290936307382320125e-01	-1.047095705743863459e-01	3.320475608522353017e-01
1.978757821711179393e-02	-2.383000071424661026e-01	-6.126730295246525237e-01	5.282835472017234357e-01	-1.229823042631057878e-01	-2.141486721145069438e-01	2.709058032742195921e-01	-6.872442580139641599e-01	9.007196021516505891e-02	1.829057724479813407e-01	1.175342400417918043e-01	4.392310194351533442e-02	6.139253954022957371e-01	9.634640696980167895e-02	6.370514936848127308e-01	7.243285191595860706e-02	-3.652688845469073131e-01	-5.287183916513502613e-01	-1.043765517927462833e-01	3.316123073642915919e-01
2.006006865472903869e-02	-2.375029135608444086e-01	-6.123165712105835823e-01	5.287192116791474827e-01	-1.238158157997532177e-01	-2.149357792470229511e-01	2.701143465836617352e-01	-6.880341511090992679e-01	9.099061999260177336e-02	1.836858125667349961e-01	1.174423319719954395e-01	4.363730411406794435e-02	6.145104909945966476e-01	9.717564770313787126e-02	6.364604666713750136e-01	7.250892669341393870e-02	-3.646028208243600188e-01	-5.284005411896082194e-01	-1.041448604532777822e-01	3.312787324444296244e-01
2.022428098247071315e-02	-2.367199308504399635e-01	-6.119763724718292330e-01	5.291450198842122532e-01	-1.246600085481566755e-01	-2.157497746049471810e-01	2.693413888583418569e-01	-6.888285303627628142e-01	9.197079370388967778e-02	1.844938947799753259e-01	1.176238647853001806e-01	4.335525233129670225e-02	6.151033499221730816e-01	9.806211759031817354e-02	6.358999699707865716e-01	7.233333206994417564e-02	-3.639797647049817786e-01	-5.280986895574563134e-01	-1.039736407634112153e-01	3.309961900980952776e-01
2.028191230113032817e-02	-2.359631811245838096e-01	-6.116574383498419865e-01	5.295541789929278931e-01	-1.255008954266783050e-01	-2.165765779927717460e-01	2.685988067437060089e-01	-6.896145869918429705e-01	9.299308599143477072e-02	1.853159436005109850e-01	1.180687149051826701e-01	4.308154456745112715e-02	6.156945534159523614e-01	9.899054072576458918e-02	6.353781900726388487e-01	7.191530412651926663e-02	-3.634086976039609951e-01	-5.278172505052352026e-01	-1.038640778420821253e-01	3.307681215710647216e-01
2.023838287764645125e-02	-2.352421818613726345e-01	-6.113633678321159781e-01	5.299413984259673249e-01	-1.263266126201056383e-01	-2.174037249378076853e-01	2.678957783287234107e-01	-6.903816477383959427e-01	9.403920421097307358e-02	1.861394599516943693e-01	1.187540056011961859e-01	4.281985535806324267e-02	6.162761313593335677e-01	9.994636382016078291e-02	6.349008921132390793e-01	7.127620790298483389e-02	-3.628956483860985571e-01	-5.275593464121161036e-01	-1.038151946045716562e-01	3.305957469901731338e-01
2.010173056555406360e-02	-2.345630321121329465e-01	-6.110961087931521263e-01	5.303033180394324253e-01	-1.271285837951328102e-01	-2.182216719874009447e-01	2.672380277977828844e-01	-6.911222027780830057e-01	9.509396008865203531e-02	1.869548332495181708e-01	1.196487850155390498e-01	4.257262213425649922e-02	6.168423676299361613e-01	1.009174668929338908e-01	6.344710549653175269e-01	7.044513132130056365e-02	-3.624433815007955251e-01	-5.273266072237748903e-01	-1.038242928567493090e-01	3.304782569539859716e-01
1.988126908573654289e-02	-2.339285137370680501e-01	-6.108561180804805701e-01	5.306384297056780941e-01	-1.279017102892908153e-01	-2.190241704516803223e-01	2.666279776459577477e-01	-6.918320186696483853e-01	9.614612021850334200e-02	1.877557277395797142e-01	1.207191463712303653e-01	4.234106596528423166e-02	6.173899331790387857e-01	1.018949169690526180e-01	6.340891776728786455e-01	6.945403816970448230e-02	-3.620518416003429829e-01	-5.271193304253461998e-01	-1.038876390270736805e-01	3.304133761550901438e-01
1.958646833563385675e-02	-2.333387817176237611e-01	-6.106427484816350226e-01	5.309466796570861957e-01	-1.286438468570131610e-01	-2.198079004581336982e-01	2.660654698811769636e-01	-6.925095992228633701e-01	9.718823646860129395e-02	1.885387294009267523e-01	1.219322144592001472e-01	4.212543222348541505e-02	6.179175249090739230e-01	1.028728551978978362e-01	6.337539496779629467e-01	6.833397799193423328e-02	-3.617189787717342009e-01	-5.269368380792218698e-01	-1.040011138842229649e-01	3.303980125382431354e-01
1.922624827875470815e-02	-2.327922275755660575e-01	-6.104546708872135019e-01	5.312289832374424980e-01	-1.293549862785104976e-01	-2.205717575842739420e-01	2.655486402790515621e-01	-6.931553962655532253e-01	9.821591544144865626e-02	1.893026422221057437e-01	1.232584718020303532e-01	4.192530031351062586e-02	6.184253025533253956e-01	1.038478983486500473e-01	6.334629645426161915e-01	6.711286110586113518e-02	-3.614415870649370088e-01	-5.267778589904048570e-01	-1.041606722690815445e-01	3.304287889901519337e-01
1.880865208270889044e-02	-2.322862395835642579e-01	-6.102902190872634414e-01	5.314868028890915586e-01	-1.300364719997625373e-01	-2.213161134891561133e-01	2.650746760522533774e-01	-6.937710647586711188e-01	9.922695254743087168e-02	1.900477544858169554e-01	1.246726755706962092e-01	4.173986025170961511e-02	6.189143444164203478e-01	1.048184165449858180e-01	6.332132941680616023e-01	6.581456895147029529e-02	-3.612159586221526109e-01	-5.266408371733417582e-01	-1.043625947083142158e-01	3.305023897167272962e-01
1.834077315903827679e-02	-2.318177571649066016e-01	-6.101476256980223889e-01	5.317218432957634411e-01	-1.306903838260768946e-01	-2.220422123711793816e-01	2.646403614445223540e-01	-6.943588907175904934e-01	1.002205731521487869e-01	1.907752376668130634e-01	1.261538782180704754e-01	4.156811671106719341e-02	6.193862226039088537e-01	1.057838970019732011e-01	6.330018763035600848e-01	6.445891812807402754e-02	-3.610383122509033260e-01	-5.265241406477162434e-01	-1.046035828122890421e-01	3.306157427856858955e-01
1.782881489854488619e-02	-2.313836250629616731e-01	-6.100251626455872600e-01	5.319358583779723038e-01	-1.313191189426780592e-01	-2.227517427829326380e-01	2.642424217133146902e-01	-6.949214067107748471e-01	1.011968637890437589e-01	1.914867186495759765e-01	1.276850046224681234e-01	4.140902104327788547e-02	6.198264505448015660e-01	1.067444678874361758e-01	6.328257415153728527e-01	6.306205032982892256e-02	-3.609050353729513771e-01	-5.264261841776360917e-01	-1.048807623397387534e-01	3.307660907622749780e-01
1.727787631370780730e-02	-2.309805499719211064e-01	-6.099211491737108748e-01	5.321306472942022303e-01	-1.319254994314448814e-01	-2.234469802122460436e-01	2.638774926474775073e-01	-6.954614849347029448e-01	1.021569626076199444e-01	1.921844230117673857e-01	1.292532116341437443e-01	4.126145805216401008e-02	6.200086901414170182e-01	1.077011509552970869e-01	6.326820374850684603e-01	6.163612092646763435e-02	-3.608127383141274125e-01	-5.263454409313662596e-01	-1.051918246826952091e-01	3.309511038322903165e-01
1.669252167278629725e-02	-2.306055778478485474e-01	-6.098340875418361007e-01	5.323077851740646294e-01	-1.325120801364737255e-01	-2.241300054873476000e-01	2.635425577073554626e-01	-6.959817202895514088e-01	1.031019622308266409e-01	1.928703904871068853e-01	1.308479647208559971e-01	4.112442346061317977e-02	6.201974455838045186e-01	1.086548234774602772e-01	6.325682254059890042e-01	6.019107182461318900e-02	-3.607584061468586678e-01	-5.262805514076109858e-01	-1.055347278011734419e-01	3.311687222949422083e-01
1.607705422720840521e-02	-2.302562193368723475e-01	-6.097626846358377151e-01	5.324686054414704550e-01	-1.330809319911568644e-01	-2.248024433640055109e-01	2.632350586398202741e-01	-6.964842423915081904e-01	1.040325233366546781e-01	1.935462115744914502e-01	1.324600966383969736e-01	4.099707202121254113e-02	6.203927001139809549e-01	1.096058568635952662e-01	6.324821029749312373e-01	5.873550515353966051e-02	-3.607393945561878645e-01	-5.262303374828862790e-01	-1.059075398714196953e-01	3.314170520031965994e-01
1.543531323041680628e-02	-2.299302198118009788e-01	-6.097057805178388579e-01	5.326143229552059433e-01	-1.336339572162662803e-01	-2.254658096362502917e-01	2.629526822654217333e-01	-6.969710012382934750e-01	1.049493309660011059e-01	1.942133747473552274e-01	1.340822418346577227e-01	4.087863504582792129e-02	6.205944494647659404e-01	1.105545876424256502e-01	6.324216979548299422e-01	5.727630389138246153e-02	-3.607533394504399138e-01	-5.261937437472757884e-01	-1.063085494298904171e-01	3.316944156708777069e-01
1.477074568651498034e-02	-2.296255524191696817e-01	-6.096623383374110139e-01	5.327460377908388445e-01	-1.341728782392656305e-01	-2.261214884628420241e-01	2.626933504801168828e-01	-6.974437610755133132e-01	1.058530433720476088e-01	1.948732428238584835e-01	1.357084827665849258e-01	4.076841932749449698e-02	6.208026916231750292e-01	1.115012826582028466e-01	6.323852490338264243e-01	5.581896882205353988e-02	-3.607981297245217989e-01	-5.261698274889725635e-01	-1.067362244067048965e-01	3.319993191847364078e-01
1.408646309144592594e-02	-2.293404015633211668e-01	-6.096314318421902634e-01	5.328647440262004320e-01	-1.346992415038175683e-01	-2.267707270062408187e-01	2.624552016016507561e-01	-6.979041072325320449e-01	1.067442670233450797e-01	1.955270467901695230e-01	1.373340659167296418e-01	4.066580229225563725e-02	6.210174206426182231e-01	1.124461262703866510e-01	6.323711833611327382e-01	5.436788965342795321e-02	-3.608718778442882025e-01	-5.261577468157818682e-01	-1.071891789636204018e-01	3.323304223113293099e-01
1.338528607959047455e-02	-2.290731426913503455e-01	-6.096122326342212627e-01	5.329713403910856240e-01	-1.352144287866810235e-01	-2.274146395813052557e-01	2.622365686710735333e-01	-6.983534592299874832e-01	1.076235470495525842e-01	1.961758892663155174e-01	1.389551755274893718e-01	4.057022557755658732e-02	6.212386231457471819e-01	1.133892201932715504e-01	6.323780941530161570e-01	5.292656138643510311e-02	-3.609728916816941080e-01	-5.261567487574989599e-01	-1.076661471566920103e-01	3.326865141297703499e-01
1.266977974169472901e-02	-2.288223215499007868e-01	-6.096039982095805554e-01	5.330666411027935592e-01	-1.357196717148713705e-01	-2.280542165881743744e-01	2.620359576873431129e-01	-6.987930863084260702e-01	1.084913663953354090e-01	1.968207528716068855e-01	1.405687536776482338e-01	4.048118824221409034e-02	6.214662765720311288e-01	1.143305900821451199e-01	6.324047199556858123e-01	5.149775657314167865e-02	-3.610996490695392303e-01	-5.261661582179387731e-01	-1.081659621982720143e-01	3.330664928109073331e-01
1.194228191636715133e-02	-2.285866345074093753e-01	-6.096060612061150463e-01	5.331513860589909282e-01	-1.362160670712020683e-01	-2.286903354566475477e-01	2.618520272277261030e-01	-6.992241232635080239e-01	1.093481495610722082e-01	1.974625106975687328e-01	1.421723570050250629e-01	4.039824022754083532e-02	6.217003485289085418e-01	1.152701952711496641e-01	6.324499261678628859e-01	5.008366259055003350e-02	-3.612507755116960428e-01	-5.261853681125518989e-01	-1.086875401576292283e-01	3.334693491148142397e-01
1.120492624738004227e-02	-2.283649106436583531e-01	-6.096178199624541216e-01	5.332262500355703372e-01	-1.367045916105305292e-01	-2.293237720342104491e-01	2.616835700557352817e-01	-6.996475855005244160e-01	1.101942684745464973e-01	1.981019373025778574e-01	1.437640422271494189e-01	4.032097635513220979e-02	6.219407968204249126e-01	1.162079395433977813e-01	6.325126889193763979e-01	4.868599135433916009e-02	-3.614250249784010660e-01	-5.262138307520808356e-01	-1.092298671155993994e-01	3.338941529503202110e-01
1.045966134898440592e-02	-2.281560958237038861e-01	-6.096387303341126440e-01	5.332918507930148877e-01	-1.371861157703456735e-01	-2.299552115767585225e-01	2.615294968637709161e-01	-7.000643828120071133e-01	1.110300490762444331e-01	1.987397193719282196e-01	1.453422742729090777e-01	4.024903096297604427e-02	6.221875698747034722e-01	1.171436817390664742e-01	6.325920811623030326e-01	4.730606735048034639e-02	-3.616212634963432149e-01	-5.262510504013302448e-01	-1.097919889838325919e-01	3.343400424051415909e-01
9.707948105551370693e-03	-2.279591543485186556e-01	-6.096683107068141538e-01	5.333487712844121598e-01	-1.376616183981365926e-01	-2.305855267655348428e-01	2.613887611217214912e-01	-7.004755067054215800e-01	1.118561293027602876e-01	1.993767362483130079e-01	1.469065174495002291e-01	4.018204441928235199e-02	6.222363628484616216e-01	1.180776423704184980e-01	6.326873002997017714e-01	4.594431895970215590e-02	-3.618385462173198119e-01	-5.262965957356953162e-01	-1.103732491574826724e-01	3.348064115929777484e-01
8.951112720899587205e-03	-2.277731530210403976e-01	-6.097061275966623173e-01	5.333975046137169329e-01	-1.381319784014395091e-01	-2.312155001415457933e-01	2.612604171782021978e-01	-7.008818514884904705e-01	1.126730836303178052e-01	2.000137792108427071e-01	1.484564545528278545e-01	4.011969227086652906e-02	6.222963785392512381e-01	1.190099863172358607e-01	6.327976241448278749e-01	4.460096671811789037e-02	-3.620760191359080338e-01	-5.263500785237554824e-01	-1.109730290231354388e-01	3.352927032754286496e-01
